tract,region,n_lsRestaurants,n_subway,n_mcdonalds,state_fips,county_fips,unique_tract,total_population_estimate,median_age_total,median_age_male,median_age_female,unknown_race,white_alone,black_or_african_american_alone,american_indian_and_alaska_native_alone,asian_alone,native_hawaiian_and_other_pacific_islander_alone,some_other_race_alone,two_or_more_races,two_races_including_some_other_race,two_races_excluding_some_other_race_and_three_or_more_races,commute_unkown,commute_less_than_5_minutes,commute_5_to_9_minutes,commute_10_to_14_minutes,commute_15_to_19_minutes,commute_20_to_24_minutes,commute_25_to_29_minutes,commute_30_to_34_minutes,commute_35_to_39_minutes,commute_40_to_44_minutes,commute_45_to_59_minutes,commute_60_to_89_minutes,commute_90_or_more_minutes,annual_income_unknown,annual_income_less_than_$10_000,annual_income_$10_000_to_$14_999,annual_income_$15_000_to_$19_999,annual_income_$20_000_to_$24_999,annual_income_$25_000_to_$29_999,annual_income_$30_000_to_$34_999,annual_income_$35_000_to_$39_999,annual_income_$40_000_to_$44_999,annual_income_$45_000_to_$49_999,annual_income_$50_000_to_$59_999,annual_income_$60_000_to_$74_999,annual_income_$75_000_to_$99_999,annual_income_$100_000_to_$124_999,annual_income_$125_000_to_$149_999,annual_income_$150_000_to_$199_999,annual_income_$200_000_or_more,tract,region,count_new_bus_past_year,total_businesses,average_visitors,new_business_proportion,n_lsRestaurants,n_subway,n_mcdonalds,tract,count_bigger_places_by_tract,region,n_lsRestaurants,n_subway,n_mcdonalds,count_bigger_places_by_tract_2
08031004106,CO,4,0,0,08,031,08031004106,13570,35.3,35,35.4,13570,11018,866,206,574,0,310,596,0,596,4944,76,267,579,510,660,660,1056,235,297,406,142,56,3130,13,65,0,0,66,33,15,55,5,72,25,193,338,350,675,1225,08031004106,CO,24,27544,27.893915190241067,0.0008713331397037467,4,0,0,08031004106,0,CO,4,0,0,0
08031004107,CO,23,1,1,08,031,08031004107,13352,35.3,34.8,35.8,13352,10680,863,21,814,19,149,806,0,806,6209,112,229,572,891,1440,565,1018,319,358,551,123,31,3216,0,0,25,58,37,50,105,28,33,192,76,295,309,392,552,1064,08031004107,CO,37,34279,76.62895650398202,0.0010793780448671198,23,1,1,08031004107,3,CO,23,1,1,3
08031004201,CO,4,0,0,08,031,08031004201,4979,43.05,43.433334,42.65,4979,4309,254,35,113,0,76,192,46,146,2234,42,90,212,550,437,118,392,47,135,151,60,0,1281,28,7,5,0,0,8,8,0,23,22,126,147,60,141,192,514,08031004201,CO,2,8574,13.974690926055517,0.00023326335432703523,4,0,0,08031004201,0,CO,4,0,0,0
08031004202,CO,3,0,1,08,031,08031004202,4567,40.34,40.78,38.82,4567,3634,589,10,176,0,64,94,8,86,2095,63,158,262,391,422,151,244,58,82,114,96,54,1155,0,0,22,43,0,12,21,0,14,32,66,91,145,133,222,354,08031004202,CO,4,7442,16.902983069067457,0.0005374899220639613,3,0,1,08031004202,0,CO,3,0,1,0
08031004301,CO,6,1,0,08,031,08031004301,5086,37.375,38.9,35.9,5086,4244,195,15,155,83,149,245,18,227,3059,43,154,442,792,639,192,343,39,84,125,102,104,889,14,65,9,30,57,13,51,33,47,23,67,79,71,75,146,109,08031004301,CO,35,12319,30.62699894471954,0.0028411397028979624,6,1,0,08031004301,1,CO,6,1,0,1
08031004302,CO,2,0,0,08,031,08031004302,2662,39.533333,38.9,40.033333,2662,2479,108,13,0,0,0,62,26,36,1440,0,92,247,258,247,151,264,11,53,66,51,0,655,0,8,0,0,0,47,0,0,0,5,63,56,124,66,76,210,null,null,null,null,null,null,null,null,null,08031004302,0,CO,2,0,0,0
08031004303,CO,3,0,0,08,031,08031004303,4199,44.425,47.575,43.125,4199,3762,71,0,80,19,45,222,33,189,1691,8,225,265,258,350,136,198,54,53,99,45,0,1185,30,10,0,0,0,11,0,0,19,26,29,52,43,61,161,743,08031004303,CO,2,4785,19.934169278996865,0.0004179728317659352,3,0,0,08031004303,0,CO,3,0,0,0
08031004304,CO,6,0,0,08,031,08031004304,5739,40.375,37.4,40.775,5739,5070,177,91,89,0,32,280,39,241,3348,0,108,347,474,843,309,488,271,231,191,86,0,1162,0,0,0,0,16,12,29,0,0,86,34,147,177,172,213,276,08031004304,CO,9,14017,60.512734536634085,0.0006420774773489334,6,0,0,08031004304,0,CO,6,0,0,0
08031004403,CO,4,1,0,08,031,08031004403,4342,33.7,32.6,34.466667,4342,2802,716,75,33,0,499,217,23,194,2579,48,205,383,211,462,249,385,169,104,180,110,73,879,27,12,17,28,38,49,49,59,36,83,147,149,81,57,22,25,08031004403,CO,1,5111,19.709841518293874,0.00019565642731363725,4,1,0,08031004403,0,CO,4,1,0,0
08031004404,CO,2,0,0,08,031,08031004404,6698,33.066666,33.033333,33.066666,6698,2790,2462,52,743,0,408,243,21,222,3269,70,150,215,457,611,359,516,253,68,375,165,30,1343,89,173,0,58,87,35,57,121,94,139,49,207,76,34,108,16,08031004404,CO,4,7355,14.545207341944256,0.0005438477226376615,2,0,0,08031004404,0,CO,2,0,0,0
08031004405,CO,5,1,0,08,031,08031004405,8976,37.8,38.7,37.7,8976,7079,468,167,552,0,244,466,129,337,4381,0,136,657,779,667,385,914,187,173,276,185,22,2179,96,14,18,15,17,125,0,0,13,96,34,283,254,89,340,785,08031004405,CO,17,17540,28.946522234891678,0.0009692132269099202,5,1,0,08031004405,0,CO,5,1,0,0
08031004503,CO,1,0,0,08,031,08031004503,4390,29.133333,33.466667,27.6,4390,3915,139,14,0,0,322,0,0,0,1665,0,24,14,201,32,119,872,34,77,206,86,0,877,41,17,42,50,66,74,66,118,61,117,70,93,6,0,45,11,08031004503,CO,4,4532,18.51279788172992,0.00088261253309797,1,0,0,08031004503,0,CO,1,0,0,0
08031004504,CO,1,0,0,08,031,08031004504,4638,27.366667,28.4,26.933332,4638,3782,268,129,139,0,254,66,66,0,1893,13,68,173,185,286,122,617,40,19,208,124,38,1033,14,82,110,52,98,33,52,0,38,145,103,136,104,25,32,9,null,null,null,null,null,null,null,null,null,08031004504,0,CO,1,0,0,0
08031004506,CO,1,0,0,08,031,08031004506,3795,30.1,31.133333,28.2,3795,2880,261,37,232,0,236,149,85,64,1376,4,33,123,212,110,44,579,4,54,106,83,24,852,134,75,68,14,98,55,56,35,58,33,81,70,25,41,9,0,08031004506,CO,2,6381,18.667920388653815,0.0003134304967873374,1,0,0,08031004506,0,CO,1,0,0,0
08031004601,CO,3,0,0,08,031,08031004601,6481,35.75,38.5,36.525,6481,5775,81,36,99,0,424,66,46,20,2699,29,178,335,296,347,147,764,103,89,317,86,8,1444,25,0,40,115,56,41,110,35,56,92,346,224,110,93,95,6,08031004601,CO,3,5972,45.990288010716675,0.0005023442732752846,3,0,0,08031004601,0,CO,3,0,0,0
08031004602,CO,1,0,0,08,031,08031004602,7698,31.625,29.6,33.25,7698,5366,258,358,596,0,1031,89,4,85,3648,54,97,314,460,381,66,1133,48,339,400,332,24,1603,93,17,73,76,74,30,98,125,30,193,260,272,134,44,84,0,08031004602,CO,3,7078,75.99830460582085,0.0004238485447866629,1,0,0,08031004602,0,CO,1,0,0,0
08031004603,CO,3,1,1,08,031,08031004603,6117,35.26,34.54,35.26,6117,5140,166,23,280,0,368,140,61,79,2967,2,122,227,412,439,191,803,56,168,378,155,14,1416,33,8,25,115,58,68,105,73,98,127,207,214,160,24,83,18,08031004603,CO,2,5328,43.11486486486486,0.00037537537537537537,3,1,1,08031004603,1,CO,3,1,1,1
08031004700,CO,3,0,0,08,031,08031004700,7221,40.533333,42.1,42.4,7221,6308,168,17,405,0,181,142,0,142,3440,41,55,392,474,747,144,841,131,183,324,90,18,1384,0,50,183,0,64,49,0,14,0,103,189,351,82,122,68,109,08031004700,CO,2,9428,24.115294866355537,0.00021213406873143826,3,0,0,08031004700,1,CO,3,0,0,1
08031004801,CO,3,1,0,08,031,08031004801,3627,41,38.6,40.033333,3627,2779,0,56,128,507,105,52,0,52,1558,25,129,117,303,194,75,429,18,79,149,40,0,775,0,0,48,0,17,16,28,25,0,41,83,233,73,99,70,42,08031004801,CO,5,4367,84.71467826883443,0.001144950767117014,3,1,0,08031004801,1,CO,3,1,0,1
08031005001,CO,3,1,1,08,031,08031005001,2718,39.2,36.6,48.1,2718,2044,373,0,150,0,56,95,0,95,1336,12,32,129,172,323,150,344,64,9,88,8,5,623,21,0,0,14,8,29,33,8,9,43,127,65,109,45,63,49,08031005001,CO,7,6879,22.054949847361534,0.001017589765954354,3,1,1,08031005001,1,CO,3,1,1,1
08031005002,CO,9,0,0,08,031,08031005002,8056,35.56,34.88,37.74,8056,4324,1552,417,561,0,568,634,139,495,3611,0,178,431,450,523,413,687,361,140,203,188,37,1833,93,124,57,143,87,13,125,42,174,46,217,260,144,83,137,88,08031005002,CO,14,13064,31.308557868952846,0.0010716472749540723,9,0,0,08031005002,2,CO,9,0,0,2
08031005200,CO,2,0,1,08,031,08031005200,3479,42.875,39.125,43.975,3479,3057,105,0,127,0,62,128,0,128,1823,12,154,296,228,329,199,346,40,49,126,24,20,893,7,25,21,6,23,8,20,59,20,50,32,123,74,89,200,136,08031005200,CO,8,8190,35.79450549450549,0.0009768009768009768,2,0,1,08031005200,0,CO,2,0,1,0
08031005300,CO,4,0,0,08,031,08031005300,1547,41.9,32.7,58.9,1547,1260,155,17,52,0,0,63,0,63,697,0,68,118,78,88,27,121,20,78,86,13,0,290,0,0,0,0,0,26,3,28,0,12,37,55,32,22,39,36,08031005300,CO,10,17599,40.1926245809421,0.0005682141030740383,4,0,0,08031005300,1,CO,4,0,0,1
08031006701,CO,3,0,0,08,031,08031006701,4080,29.8,30.8,29.3,4080,3458,260,0,223,0,33,106,0,106,3105,79,163,487,775,514,267,284,99,213,191,33,0,696,41,9,8,0,34,0,19,33,34,14,38,75,193,92,51,55,08031006701,CO,8,5490,23.98743169398907,0.0014571948998178506,3,0,0,08031006701,0,CO,3,0,0,0
08031006804,CO,6,0,0,08,031,08031006804,3168,40.4,36.85,41.9,3168,2783,135,11,197,0,31,11,0,11,1831,64,207,264,356,251,150,217,89,18,189,16,10,740,0,14,16,0,7,31,0,20,0,28,77,110,108,119,128,82,08031006804,CO,30,17036,19.343918760272363,0.0017609767551068326,6,0,0,08031006804,1,CO,6,0,0,1
08031006809,CO,6,2,0,08,031,08031006809,7800,37.383335,35.65,40.75,7800,6876,385,23,125,0,146,245,0,245,4275,16,291,592,779,862,251,813,160,231,179,67,34,1866,16,23,35,0,0,34,34,115,21,115,171,187,290,167,272,386,08031006809,CO,21,15619,41.728151610218326,0.0013445162942569947,6,2,0,08031006809,1,CO,6,2,0,1
08031006810,CO,3,0,0,08,031,08031006810,5836,40.05,41.875,40.05,5836,4010,816,2,462,0,183,363,117,246,3055,25,487,198,455,655,303,464,62,168,151,67,20,1474,35,0,11,19,33,72,89,97,81,102,155,338,139,56,149,98,08031006810,CO,6,10105,17.06610588817417,0.0005937654626422563,3,0,0,08031006810,1,CO,3,0,0,1
08031006811,CO,1,0,0,08,031,08031006811,6497,39.875,37.475,40.875,6497,4980,679,0,487,0,150,201,59,142,3504,14,146,377,744,565,199,688,312,60,221,178,0,1622,34,90,7,20,0,53,36,88,45,46,146,328,84,225,232,188,08031006811,CO,4,7869,35.084000508323804,0.000508323802262041,1,0,0,08031006811,1,CO,1,0,0,1
08031006812,CO,9,1,1,08,031,08031006812,4096,46.666668,44.666668,47.7,4096,3481,136,4,151,25,71,228,62,166,2198,16,274,184,397,636,141,289,35,85,98,27,16,841,11,54,0,0,8,26,13,7,0,20,67,137,91,150,133,124,08031006812,CO,8,14478,23.629437767647467,0.0005525625086337892,9,1,1,08031006812,0,CO,9,1,1,0
08031006901,CO,3,0,0,08,031,08031006901,5827,38.34,34.58,43.8,5827,4440,493,131,110,0,317,336,40,296,3018,0,55,298,629,640,313,471,103,116,181,91,121,1183,102,41,0,59,16,48,53,2,26,163,69,118,164,76,163,83,08031006901,CO,14,17429,18.645705433472948,0.0008032589362556658,3,0,0,08031006901,1,CO,3,0,0,1
08031007006,CO,3,0,0,08,031,08031007006,5228,31.05,32.45,30.3,5228,2909,849,45,617,0,728,80,0,80,3256,41,163,237,522,590,193,834,55,14,455,89,63,1024,15,0,46,0,91,64,121,0,111,220,156,68,0,40,92,0,08031007006,CO,1,3310,48.69788519637462,0.00030211480362537764,3,0,0,08031007006,0,CO,3,0,0,0
08031007089,CO,2,1,0,08,031,08031007089,5194,64.1,63.85,64.2,5194,3915,1091,0,0,0,13,175,0,175,1913,0,84,174,109,331,278,504,0,140,185,61,47,787,26,0,16,48,165,42,15,34,23,94,34,151,47,0,40,52,08031007089,CO,1,2489,25.000803535556447,0.0004017677782241864,2,1,0,08031007089,0,CO,2,1,0,0
08031008312,CO,8,1,0,08,031,08031008312,8245,28.5,27.133333,29.233334,8245,4723,2085,0,222,0,907,308,34,274,3834,154,250,367,568,826,288,540,58,52,350,182,199,1810,81,40,57,14,48,179,94,63,44,257,238,309,199,115,55,17,08031008312,CO,7,9559,35.69683021236531,0.0007322941730306517,8,1,0,08031008312,0,CO,8,1,0,0
08031008386,CO,2,0,0,08,031,08031008386,5449,29.2,25.4,31.65,5449,3009,698,76,124,148,1367,27,0,27,2544,0,92,160,385,446,333,304,51,174,257,177,165,1122,51,30,0,121,28,54,68,27,53,51,46,256,214,75,24,24,08031008386,CO,1,2568,86.82437694704049,0.0003894080996884735,2,0,0,08031008386,1,CO,2,0,0,1
08031008388,CO,13,1,1,08,031,08031008388,10738,31.25,31.2,30.85,10738,4953,2646,48,854,0,1488,749,132,617,5650,91,165,563,1011,772,419,1442,61,265,461,377,23,2209,59,17,38,0,41,126,50,78,45,292,438,275,370,233,133,14,08031008388,CO,9,14192,48.89317925591883,0.0006341600901916572,13,1,1,08031008388,1,CO,13,1,1,1
08031008389,CO,10,1,0,08,031,08031008389,11639,33.133335,36.1,29.266666,11639,5368,3611,143,910,16,945,646,107,539,5564,29,201,345,763,733,415,968,202,287,960,434,227,2896,129,0,0,0,0,35,73,110,119,243,275,694,400,351,309,158,08031008389,CO,3,9052,49.41427308882015,0.0003314184710561202,10,1,0,08031008389,1,CO,10,1,0,1
08031008390,CO,3,0,0,08,031,08031008390,9739,31.5,34.966667,29.066668,9739,5621,2720,0,323,19,555,501,130,371,4808,32,159,367,578,563,334,1159,140,345,699,270,162,2372,105,148,25,48,46,0,46,91,157,190,342,551,235,265,99,24,08031008390,CO,3,5198,26.578684109272796,0.0005771450557906887,3,0,0,08031008390,0,CO,3,0,0,0
08031011902,CO,1,0,1,08,031,08031011902,6229,36.475,37.275,35.775,6229,4873,640,70,248,0,297,101,74,27,3186,0,153,307,622,247,278,405,168,260,556,64,126,1437,21,12,18,0,0,37,226,45,18,113,155,290,253,71,159,19,08031011902,CO,3,4506,26.183976919662673,0.0006657789613848203,1,0,1,08031011902,0,CO,1,0,1,0
08031011903,CO,1,0,0,08,031,08031011903,2496,46.45,42,48.3,2496,2119,0,94,209,0,43,31,0,31,1253,0,96,204,91,244,107,232,32,36,150,47,14,643,6,19,21,0,36,25,8,6,39,41,68,65,119,60,77,53,08031011903,CO,1,4639,14.648415606811813,0.0002155636990730761,1,0,0,08031011903,0,CO,1,0,0,0
08031012010,CO,8,0,1,08,031,08031012010,5322,44.933334,39.866665,50.533333,5322,4322,93,17,787,0,37,66,0,66,2856,51,158,192,281,382,297,421,33,174,615,205,47,1351,0,0,13,19,87,0,30,25,0,164,174,224,77,107,253,178,08031012010,CO,8,8088,73.1881800197824,0.0009891196834817012,8,0,1,08031012010,1,CO,8,0,1,1
08031012014,CO,5,0,0,08,031,08031012014,6819,37.525,34.975,43,6819,6266,56,0,178,0,103,216,41,175,4075,48,358,183,558,659,253,744,123,269,605,146,129,1682,85,46,13,62,89,80,19,34,143,53,150,280,327,66,140,95,08031012014,CO,4,8571,89.67506708668766,0.000466690001166725,5,0,0,08031012014,1,CO,5,0,0,1
08031015400,CO,7,1,1,08,031,08031015400,4868,35,34.825,35.125,4868,4299,62,23,82,0,222,180,0,180,2210,74,172,179,393,393,159,455,58,106,157,64,0,879,0,34,41,13,6,9,23,24,25,104,85,180,85,78,82,90,08031015400,CO,4,6559,31.03720079280378,0.0006098490623570666,7,1,1,08031015400,1,CO,7,1,1,1
08031015500,CO,4,0,0,08,031,08031015500,3576,28.733334,31.8,27.4,3576,2656,233,4,147,67,335,134,65,69,2479,85,125,468,388,355,215,289,106,138,236,39,35,533,0,27,0,3,23,9,15,12,52,84,94,133,23,17,32,9,08031015500,CO,7,6087,17.793330047642517,0.0011499917857729588,4,0,0,08031015500,0,CO,4,0,0,0
08031015600,CO,5,0,0,08,031,08031015600,8879,26.025,27.7,25.375,8879,7227,326,17,587,0,668,54,14,40,3521,0,77,369,270,354,90,1516,233,72,172,255,113,1789,249,49,48,50,29,142,94,90,18,238,142,325,185,90,10,30,08031015600,CO,13,18335,25.33204254158713,0.0007090264521407145,5,0,0,08031015600,0,CO,5,0,0,0
08031980000,CO,3,0,1,08,031,08031980000,1708,32.9,33.7,32.3,1708,975,537,20,19,0,29,128,8,120,867,8,12,39,160,96,80,194,32,53,113,48,32,384,0,0,38,0,1,10,20,43,44,56,61,56,41,0,0,14,08031980000,CO,103,9976,325.5664595028067,0.010324779470729751,3,0,1,08031980000,2,CO,3,0,1,2
08031980100,CO,3,0,1,08,031,08031980100,0,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08031980100,CO,9,22411,24.17745749854982,0.00040158850564454954,3,0,1,08031980100,1,CO,3,0,1,1
08035013901,CO,5,0,1,08,035,08035013901,7807,44.525,42.375,46.125,7807,7116,229,0,188,58,32,184,0,184,3724,23,139,503,457,707,243,736,167,129,335,285,0,2183,0,17,0,14,21,11,61,0,38,31,247,194,276,341,474,458,08035013901,CO,15,9208,88.69026933101651,0.001629018245004344,5,0,1,08035013901,2,CO,5,0,1,2
08035013904,CO,10,0,0,08,035,08035013904,4452,33.833332,32.5,35,4452,4052,70,50,138,0,29,113,65,48,2388,79,364,298,239,371,188,409,84,50,216,63,27,1176,72,0,12,30,13,78,24,36,122,65,233,187,125,75,80,24,08035013904,CO,45,44050,27.089330306469922,0.0010215664018161181,10,0,0,08035013904,1,CO,10,0,0,1
08035013905,CO,10,1,1,08,035,08035013905,4265,36.266666,33.133335,38.2,4265,3995,51,0,73,0,47,99,0,99,2303,106,374,146,214,349,225,465,30,84,213,86,11,1167,0,35,0,0,8,44,35,20,28,101,70,174,148,92,268,144,08035013905,CO,15,18199,90.00208802681466,0.0008242211110500577,10,1,1,08035013905,1,CO,10,1,1,1
08035013907,CO,11,1,0,08,035,08035013907,5591,37.075,36.525,37.45,5591,5089,13,7,271,0,127,84,14,70,2884,83,282,210,437,306,274,607,106,90,246,136,107,1521,7,40,7,24,13,27,12,26,9,65,94,236,204,238,179,340,08035013907,CO,12,20219,44.098076067065634,0.0005935011622731094,11,1,0,08035013907,2,CO,11,1,0,2
08035013909,CO,2,2,0,08,035,08035013909,6016,49.3,49.733334,48.5,6016,5883,0,0,55,0,78,0,0,0,2474,58,14,121,120,312,217,489,88,298,547,135,75,1872,22,8,0,0,17,68,23,51,74,90,113,270,315,214,215,392,08035013909,CO,2,7834,23.95430176155221,0.0002552974214960429,2,2,0,08035013909,2,CO,2,2,0,2
08035013911,CO,1,1,0,08,035,08035013911,7409,37.2,33.9,42.075,7409,7050,96,17,54,0,39,153,11,142,3287,0,176,331,302,419,337,615,145,178,537,200,47,1908,0,16,0,0,42,16,0,38,0,9,96,176,322,320,373,500,null,null,null,null,null,null,null,null,null,08035013911,1,CO,1,1,0,1
08035014001,CO,1,1,0,08,035,08035014001,8007,31.766666,30.9,36.433334,8007,7155,147,114,278,0,30,283,0,283,4728,63,278,681,860,722,301,615,221,201,524,147,115,1902,0,17,35,28,0,13,0,39,43,118,245,472,253,209,225,205,08035014001,CO,13,17425,36.85601147776184,0.0007460545193687231,1,1,0,08035014001,0,CO,1,1,0,0
08035014005,CO,2,1,1,08,035,08035014005,5008,34.8,33.65,36.45,5008,4499,87,0,157,0,11,254,8,246,2233,36,162,313,334,255,170,517,77,88,144,137,0,1387,0,0,17,0,79,29,16,11,28,73,113,205,194,88,256,278,08035014005,CO,14,5396,59.38472942920682,0.0025945144551519643,2,1,1,08035014005,1,CO,2,1,1,1
08035014007,CO,4,0,0,08,035,08035014007,3374,37,37.95,36.8,3374,2077,181,30,711,0,245,130,68,62,1979,156,314,331,357,208,91,222,84,90,117,9,0,970,0,23,13,0,27,6,11,0,16,79,97,162,219,88,142,87,08035014007,CO,10,11281,20.622285258399078,0.0008864462370357238,4,0,0,08035014007,0,CO,4,0,0,0
08035014008,CO,2,0,0,08,035,08035014008,9343,36.65,37.05,36.025,9343,8026,306,0,826,0,38,147,96,51,4351,49,220,455,752,878,451,576,96,73,488,272,41,2708,16,14,0,22,82,30,0,0,18,57,87,392,368,407,541,674,08035014008,CO,14,6415,32.225253312548716,0.002182385035074045,2,0,0,08035014008,0,CO,2,0,0,0
08035014009,CO,1,0,0,08,035,08035014009,4252,35.45,35.45,35,4252,3662,30,117,325,0,18,100,19,81,2000,19,253,246,275,365,119,192,181,64,136,105,45,1080,0,3,48,0,0,16,15,0,0,54,73,166,196,149,245,115,null,null,null,null,null,null,null,null,null,08035014009,0,CO,1,0,0,0
08035014010,CO,12,2,0,08,035,08035014010,5997,35.466667,35.533333,35.466667,5997,4495,382,0,603,0,239,278,43,235,3062,15,294,558,508,344,271,337,118,158,290,136,33,1711,30,24,11,0,29,53,0,18,16,41,147,386,187,163,387,219,08035014010,CO,10,12453,91.47153296394443,0.0008030193527664017,12,2,0,08035014010,3,CO,12,2,0,3
08035014011,CO,3,1,0,08,035,08035014011,5608,32.7,31.6,33.2,5608,4491,151,77,425,0,160,304,34,270,2495,37,114,182,453,397,160,502,163,164,165,138,20,1438,0,0,0,10,15,15,0,0,6,34,65,136,119,125,326,587,08035014011,CO,7,5333,28.290643165197825,0.0013125820363772737,3,1,0,08035014011,0,CO,3,1,0,0
08035014012,CO,10,0,0,08,035,08035014012,7976,42.1,41.675,42.15,7976,7275,7,19,301,0,130,244,14,230,3451,25,256,413,401,592,201,621,222,140,306,184,90,2129,0,24,13,15,0,26,0,75,0,15,155,333,332,237,311,593,08035014012,CO,8,13416,61.99180083482409,0.0005963029218843172,10,0,0,08035014012,2,CO,10,0,0,2
08035014107,CO,1,0,0,08,035,08035014107,3775,42.05,41.85,42.95,3775,3483,50,11,161,0,17,53,12,41,1695,67,202,248,332,256,69,125,24,81,140,136,15,1167,0,0,30,0,7,16,8,7,4,10,55,104,248,198,149,331,08035014107,CO,4,7582,38.40793985755737,0.0005275652862041678,1,0,0,08035014107,0,CO,1,0,0,0
08035014109,CO,1,0,0,08,035,08035014109,2882,56.1,55.3,56.8,2882,2728,28,6,103,0,17,0,0,0,1163,0,105,70,189,140,116,216,56,8,134,107,22,905,4,0,9,0,12,0,15,17,0,48,43,79,105,111,180,282,08035014109,CO,1,2394,41.32289055973266,0.0004177109440267335,1,0,0,08035014109,0,CO,1,0,0,0
08035014110,CO,2,0,0,08,035,08035014110,5716,36.975,34.725,38.75,5716,4715,21,54,674,0,10,242,26,216,2682,39,242,657,318,540,99,361,49,29,201,78,69,1588,28,12,0,16,47,33,0,48,21,40,180,277,173,145,238,330,08035014110,CO,3,7071,36.595813887710364,0.00042426813746287653,2,0,0,08035014110,1,CO,2,0,0,1
08035014114,CO,8,0,0,08,035,08035014114,3507,39.05,41.3,37.75,3507,2849,54,0,254,0,254,96,0,96,2082,94,336,327,332,338,165,147,63,92,78,110,0,961,20,0,12,0,0,37,0,0,40,42,94,184,209,118,163,42,08035014114,CO,12,16530,52.72310949788264,0.0007259528130671506,8,0,0,08035014114,1,CO,8,0,0,1
08035014116,CO,23,1,1,08,035,08035014116,5918,33.333332,33.966667,32.733334,5918,4000,454,0,1026,0,278,160,47,113,3220,58,409,489,989,203,276,358,91,42,206,99,0,1318,0,0,0,0,0,0,26,49,15,7,56,233,278,110,129,415,08035014116,CO,61,41734,77.26910911966263,0.0014616379930033068,23,1,1,08035014116,3,CO,23,1,1,3
08035014122,CO,4,1,0,08,035,08035014122,7137,43.425,42.3,42.275,7137,6564,0,13,366,0,26,168,65,103,2953,125,93,137,474,473,542,440,81,151,305,117,15,2086,0,0,0,15,16,46,43,13,0,41,118,119,173,166,272,1064,08035014122,CO,10,9402,52.89746862369709,0.0010636034886194426,4,1,0,08035014122,2,CO,4,1,0,2
08035014123,CO,18,1,1,08,035,08035014123,3537,39.95,40.1,39.8,3537,3051,173,27,40,0,131,115,21,94,1483,10,140,156,160,249,135,136,59,122,119,166,31,944,0,19,12,44,0,20,17,15,25,76,23,93,112,108,70,310,08035014123,CO,23,31187,83.30438964953346,0.0007374867733350434,18,1,1,08035014123,3,CO,18,1,1,3
08035014125,CO,7,0,0,08,035,08035014125,5123,40.4,40.7,40.2,5123,4354,241,12,376,0,10,130,0,130,2505,98,292,362,432,248,208,271,33,128,209,214,10,1305,0,0,0,13,30,8,15,20,7,59,62,90,190,145,211,455,08035014125,CO,17,9191,93.95756718528996,0.0018496355130018496,7,0,0,08035014125,1,CO,7,0,0,1
08035014126,CO,12,1,1,08,035,08035014126,2130,40.8,39.8,41.9,2130,1624,33,10,323,0,57,83,0,83,1241,13,124,205,178,211,87,131,20,34,148,66,24,619,6,0,15,4,15,5,13,0,0,48,66,88,140,73,75,71,08035014126,CO,4,10403,70.44852446409689,0.00038450446986446215,12,1,1,08035014126,2,CO,12,1,1,2
08035014128,CO,2,1,0,08,035,08035014128,4859,40.7,39.35,41.2,4859,4390,0,14,192,0,91,172,39,133,2659,127,203,267,251,700,126,260,93,136,268,153,75,1437,8,0,14,0,0,0,22,21,52,104,130,146,203,269,255,213,08035014128,CO,6,3883,118.69636878702035,0.001545197012619109,2,1,0,08035014128,2,CO,2,1,0,2
08035014130,CO,3,1,0,08,035,08035014130,7396,38.475,37.7,38.65,7396,6646,0,73,272,0,104,301,112,189,3675,262,443,315,556,458,324,476,258,236,224,123,0,2228,0,0,0,12,0,0,0,0,89,19,94,313,351,282,570,498,null,null,null,null,null,null,null,null,null,08035014130,1,CO,3,1,0,1
08035014131,CO,11,0,0,08,035,08035014131,5134,53.1,48.2,55.266666,5134,4586,78,11,288,0,22,149,15,134,2190,50,224,302,288,436,215,321,41,70,113,119,11,1323,25,0,29,0,8,20,33,44,31,81,123,232,242,54,179,222,08035014131,CO,31,38614,45.065960532449374,0.0008028176309110686,11,0,0,08035014131,2,CO,11,0,0,2
08035014134,CO,2,1,0,08,035,08035014134,6329,36.75,36.2,37.1,6329,5251,134,58,433,0,146,307,39,268,2770,33,218,177,394,580,267,446,73,52,292,228,10,1676,7,10,0,23,0,0,9,0,11,17,21,221,129,240,443,545,08035014134,CO,4,4834,93.99586263963592,0.0008274720728175424,2,1,0,08035014134,1,CO,2,1,0,1
08035014135,CO,2,1,0,08,035,08035014135,4868,41.3,39.4,42,4868,4436,70,0,185,34,0,143,52,91,1864,52,91,235,260,256,150,288,75,161,217,73,6,1383,22,21,0,6,17,16,13,0,9,17,59,113,111,136,219,624,08035014135,CO,3,8905,26.887029758562605,0.0003368893879842785,2,1,0,08035014135,1,CO,2,1,0,1
08035014136,CO,11,0,0,08,035,08035014136,9614,33.733334,34.933334,32.833332,9614,8056,229,52,621,0,229,427,65,362,4851,43,154,681,1002,861,267,511,241,162,425,452,52,2521,50,0,19,15,0,0,71,0,70,129,202,375,470,353,367,400,08035014136,CO,8,11319,66.23765350295963,0.0007067762169802986,11,0,0,08035014136,1,CO,11,0,0,1
