tract,region,n_lsRestaurants,n_subway,n_mcdonalds,state_fips,county_fips,unique_tract,total_population_estimate,median_age_total,median_age_male,median_age_female,unknown_race,white_alone,black_or_african_american_alone,american_indian_and_alaska_native_alone,asian_alone,native_hawaiian_and_other_pacific_islander_alone,some_other_race_alone,two_or_more_races,two_races_including_some_other_race,two_races_excluding_some_other_race_and_three_or_more_races,commute_unkown,commute_less_than_5_minutes,commute_5_to_9_minutes,commute_10_to_14_minutes,commute_15_to_19_minutes,commute_20_to_24_minutes,commute_25_to_29_minutes,commute_30_to_34_minutes,commute_35_to_39_minutes,commute_40_to_44_minutes,commute_45_to_59_minutes,commute_60_to_89_minutes,commute_90_or_more_minutes,annual_income_unknown,annual_income_less_than_$10_000,annual_income_$10_000_to_$14_999,annual_income_$15_000_to_$19_999,annual_income_$20_000_to_$24_999,annual_income_$25_000_to_$29_999,annual_income_$30_000_to_$34_999,annual_income_$35_000_to_$39_999,annual_income_$40_000_to_$44_999,annual_income_$45_000_to_$49_999,annual_income_$50_000_to_$59_999,annual_income_$60_000_to_$74_999,annual_income_$75_000_to_$99_999,annual_income_$100_000_to_$124_999,annual_income_$125_000_to_$149_999,annual_income_$150_000_to_$199_999,annual_income_$200_000_or_more,tract,region,count_new_bus_past_year,total_businesses,average_visitors,new_business_proportion,n_lsRestaurants,n_subway,n_mcdonalds,tract,count_bigger_places_by_tract,region,n_lsRestaurants,n_subway,n_mcdonalds,count_bigger_places_by_tract_2
08117000100,CO,3,0,0,08,117,08117000100,8332,42.48,42.78,44.04,8332,7595,276,1,0,0,324,136,0,136,4688,204,742,563,1406,325,292,726,21,13,102,193,101,1698,0,0,0,20,184,174,0,48,56,21,227,355,237,79,204,93,08117000100,CO,10,19552,32.593136252045824,0.0005114566284779051,3,0,0,08117000100,0,CO,3,0,0,0
08117000200,CO,16,2,1,08,117,08117000200,7665,38.64,39.68,39.26,7665,6333,52,107,24,79,959,111,33,78,4183,200,825,523,1037,902,267,238,27,31,69,60,4,1514,38,15,2,19,29,97,61,7,70,197,273,144,97,134,148,183,08117000200,CO,22,29961,56.667834851974234,0.0007342879076132306,16,2,1,08117000200,3,CO,16,2,1,3
08117000300,CO,11,1,0,08,117,08117000300,4483,46.125,48.825,41.075,4483,4230,0,0,50,0,0,203,0,203,2474,787,542,292,103,92,125,293,52,68,11,109,0,908,0,27,11,13,61,0,0,38,12,0,123,240,221,0,80,82,08117000300,CO,21,35076,32.917921085642604,0.0005986999657885734,11,1,0,08117000300,1,CO,11,1,0,1
08117000401,CO,5,1,0,08,117,08117000401,4144,33.35,29.275,35.275,4144,4060,3,3,0,0,60,18,0,18,2348,81,546,482,485,251,188,88,9,80,0,106,32,568,30,0,0,0,35,0,0,3,25,42,39,95,109,87,58,45,08117000401,CO,18,30584,59.539661260789956,0.0005885430290347894,5,1,0,08117000401,0,CO,5,1,0,0
08117000402,CO,2,0,0,08,117,08117000402,6025,41.35,44.6,40.95,6025,5760,11,0,105,0,37,112,0,112,3597,256,866,974,763,371,41,149,30,30,0,91,26,1184,0,0,8,3,41,0,37,0,0,116,50,103,294,180,228,124,08117000402,CO,5,18144,28.94560185185185,0.0002755731922398589,2,0,0,08117000402,0,CO,2,0,0,0
08119010104,CO,11,0,1,08,119,08119010104,2193,45.3,38.9,47,2193,2031,15,1,100,0,15,31,9,22,1033,83,181,212,101,22,135,71,17,42,124,28,17,582,0,9,0,14,37,27,14,48,15,12,94,106,82,39,37,48,08119010104,CO,18,18997,36.28367636995315,0.0009475180291624993,11,0,1,08119010104,1,CO,11,0,1,1
08119010106,CO,1,0,0,08,119,08119010106,4874,48.233334,47.733334,48,4874,4645,61,0,30,0,48,90,17,73,2146,22,55,251,191,309,79,267,84,72,362,415,39,1341,82,19,0,21,55,35,42,29,51,169,132,228,207,140,55,76,08119010106,CO,2,4211,9.237710757539777,0.0004749465685110425,1,0,0,08119010106,1,CO,1,0,0,1
08119010201,CO,2,0,0,08,119,08119010201,2312,57.2,53.45,60.9,2312,2239,5,12,0,0,30,26,0,26,977,66,230,94,53,157,55,83,39,0,43,132,25,629,30,11,12,0,43,49,38,14,22,58,145,78,52,37,24,16,08119010201,CO,3,11336,23.606916019760057,0.0002646436132674665,2,0,0,08119010201,1,CO,2,0,0,1
08121924200,CO,1,1,0,08,121,08121924200,2825,41.833332,40.1,43.7,2825,2671,48,6,20,0,48,32,4,28,1144,192,352,72,75,62,20,101,28,42,80,46,74,814,24,29,25,30,53,15,87,23,60,67,111,131,57,47,43,12,08121924200,CO,1,8597,11.442828893800163,0.00011631964638827499,1,1,0,08121924200,0,CO,1,1,0,0
08123000100,CO,5,1,0,08,123,08123000100,2789,38.666668,31.2,42.466667,2789,2534,86,21,29,0,90,29,0,29,987,15,187,149,166,110,35,117,25,20,90,73,0,531,57,52,36,54,43,26,17,66,25,56,50,43,6,0,0,0,08123000100,CO,9,21319,19.622730897321638,0.00042215863783479524,5,1,0,08123000100,0,CO,5,1,0,0
08123000200,CO,3,0,0,08,123,08123000200,3861,20.8,21.15,20.55,3861,3366,109,22,78,13,69,204,63,141,1879,109,432,356,384,220,55,94,57,26,94,23,29,300,41,27,20,20,12,21,9,19,0,16,36,71,8,0,0,0,08123000200,CO,2,3989,39.41915266984206,0.000501378791677112,3,0,0,08123000200,0,CO,3,0,0,0
08123000502,CO,1,0,0,08,123,08123000502,3684,29.3,26.15,30.35,3684,3143,98,71,19,0,318,35,13,22,1385,33,153,305,177,110,87,117,34,63,116,142,48,825,106,52,22,15,0,83,40,149,37,80,27,60,85,13,29,27,08123000502,CO,4,8717,18.036136285419296,0.00045887346564184924,1,0,0,08123000502,0,CO,1,0,0,0
08123000701,CO,1,0,0,08,123,08123000701,1653,35,33.5,33.2,1653,1445,7,85,23,0,82,11,5,6,812,46,97,185,114,39,16,115,20,27,30,93,30,367,21,6,15,27,11,29,19,39,7,25,43,39,47,6,29,4,08123000701,CO,8,8557,13.971134743484866,0.0009349070936075728,1,0,0,08123000701,0,CO,1,0,0,0
08123000800,CO,15,2,1,08,123,08123000800,3189,29.725,35.425,29.275,3189,2763,107,38,50,0,112,119,37,82,1637,60,541,185,93,129,41,164,55,36,141,156,36,429,10,41,13,22,34,10,14,20,17,53,72,17,84,9,13,0,08123000800,CO,10,14728,40.9658473655622,0.0006789788158609451,15,2,1,08123000800,0,CO,15,2,1,0
08123000900,CO,3,0,0,08,123,08123000900,3575,32.15,32.45,32.3,3575,3334,23,31,10,0,18,159,18,141,1425,12,154,373,321,119,41,67,61,12,38,196,31,899,12,43,7,5,14,96,10,15,31,168,135,135,89,61,50,28,08123000900,CO,1,4512,24.289893617021278,0.00022163120567375886,3,0,0,08123000900,1,CO,3,0,0,1
08123001003,CO,1,0,0,08,123,08123001003,4616,24.666666,24.666666,25.2,4616,3835,276,56,152,0,109,188,15,173,1883,91,214,338,315,281,12,255,19,34,136,142,46,1039,201,49,39,28,107,27,62,49,57,124,139,74,58,0,25,0,08123001003,CO,1,3531,67.23902577173605,0.0002832058906825262,1,0,0,08123001003,1,CO,1,0,0,1
08123001004,CO,1,0,0,08,123,08123001004,4292,30.5,31.4,30.033333,4292,3251,167,71,411,29,117,246,76,170,2049,169,256,318,481,191,46,270,88,26,99,83,22,880,8,74,53,109,42,76,86,17,18,82,99,94,36,0,63,23,08123001004,CO,2,6320,25.935601265822786,0.00031645569620253165,1,0,0,08123001004,0,CO,1,0,0,0
08123001005,CO,3,0,1,08,123,08123001005,7495,30.283333,30.083334,30.95,7495,6491,22,173,310,0,201,298,63,235,3784,0,337,352,831,358,238,454,54,105,423,446,186,1915,24,0,44,103,117,64,187,93,87,211,184,330,81,196,54,140,08123001005,CO,7,13424,47.663811084624555,0.0005214541120381407,3,0,1,08123001005,0,CO,3,0,1,0
08123001006,CO,3,1,0,08,123,08123001006,4892,33.5,31.633333,36.166668,4892,4394,48,55,17,0,148,230,92,138,2192,62,446,399,391,254,23,100,0,10,271,191,45,1173,71,32,16,33,48,87,23,50,149,131,102,233,165,16,17,0,08123001006,CO,2,7529,24.795324744321956,0.0002656395271616417,3,1,0,08123001006,0,CO,3,1,0,0
08123001100,CO,3,1,0,08,123,08123001100,4859,36.1,33.9,38.65,4859,4432,19,45,39,0,208,116,36,80,2338,13,389,434,386,276,43,289,88,119,92,130,79,1155,20,15,85,38,62,20,47,76,41,53,103,229,190,50,76,50,08123001100,CO,7,9125,57.59068493150685,0.0007671232876712328,3,1,0,08123001100,1,CO,3,1,0,1
08123001201,CO,6,0,1,08,123,08123001201,4419,32.666668,31.033333,34.033333,4419,3652,55,139,195,0,215,163,0,163,1960,32,229,468,284,120,76,233,112,72,157,153,24,1068,97,49,20,74,102,0,72,102,67,55,106,175,114,18,6,11,08123001201,CO,1,9428,31.776198557488332,0.00010606703436571913,6,0,1,08123001201,1,CO,6,0,1,1
08123001300,CO,3,0,0,08,123,08123001300,7162,33.65,30.7,36.075,7162,6241,40,89,0,0,495,297,34,263,2715,0,389,437,407,435,142,224,145,70,158,308,0,1610,115,37,82,95,28,88,171,113,123,48,274,237,68,131,0,0,08123001300,CO,7,7786,21.26894425892628,0.0008990495761623426,3,0,0,08123001300,0,CO,3,0,0,0
08123001406,CO,1,0,0,08,123,08123001406,6065,36.4,35.7,38.6,6065,5619,17,88,90,59,146,46,21,25,3190,14,283,593,643,456,72,394,191,44,136,280,84,1521,14,0,17,17,15,0,108,12,60,170,190,385,181,171,139,42,08123001406,CO,7,8301,69.41898566437779,0.0008432718949524154,1,0,0,08123001406,0,CO,1,0,0,0
08123001409,CO,19,1,1,08,123,08123001409,3522,33.35,33.9,33.15,3522,2977,93,48,54,0,157,193,27,166,1867,55,65,395,262,318,141,204,84,60,60,123,100,928,0,0,68,14,61,17,7,17,52,97,150,155,113,41,79,57,08123001409,CO,11,15576,70.76271186440678,0.0007062146892655367,19,1,1,08123001409,1,CO,19,1,1,1
08123001410,CO,4,0,0,08,123,08123001410,3505,52.7,52.05,52.75,3505,3303,41,43,36,0,20,62,62,0,1313,22,202,357,221,124,69,75,30,48,59,37,69,974,8,0,9,0,45,0,60,28,0,97,94,145,160,90,168,70,08123001410,CO,22,13582,23.587836842880282,0.0016197908997202179,4,0,0,08123001410,0,CO,4,0,0,0
08123001411,CO,2,0,0,08,123,08123001411,2615,41.3,30.4,48.3,2615,2458,0,16,37,24,51,29,0,29,1334,28,230,196,301,201,65,114,10,10,88,60,31,675,0,0,0,11,19,0,6,54,47,37,55,79,186,86,55,40,08123001411,CO,24,9147,22.702197441784193,0.0026238110856018366,2,0,0,08123001411,0,CO,2,0,0,0
08123001412,CO,10,1,0,08,123,08123001412,3147,38.4,36.9,39.1,3147,2895,31,0,45,0,61,115,13,102,1572,11,107,189,391,254,197,149,34,42,85,113,0,838,22,0,0,19,14,0,25,4,0,67,69,170,118,160,77,93,08123001412,CO,9,14219,50.01519094169773,0.0006329559040720163,10,1,0,08123001412,1,CO,10,1,0,1
08123001413,CO,4,0,0,08,123,08123001413,2716,43.25,37.95,49.15,2716,2357,0,205,15,0,87,52,0,52,1302,10,188,296,314,88,44,56,26,52,69,89,70,720,0,39,14,16,0,39,0,78,0,97,106,91,99,87,21,33,08123001413,CO,2,5795,60.70871440897325,0.0003451251078515962,4,0,0,08123001413,1,CO,4,0,0,1
08123001414,CO,3,1,0,08,123,08123001414,2339,37.4,35.5,38.5,2339,2160,6,14,6,10,94,49,12,37,1115,29,133,236,196,240,18,88,11,30,74,11,49,647,0,3,0,6,37,15,11,26,15,39,68,110,117,85,53,62,08123001414,CO,9,5462,19.460454046136945,0.0016477480776272428,3,1,0,08123001414,0,CO,3,1,0,0
08123001416,CO,2,0,1,08,123,08123001416,2837,46.6,43.5,48.8,2837,2566,70,0,20,0,113,68,0,68,1426,18,135,214,199,345,134,149,52,60,29,41,50,838,6,0,0,7,0,0,18,12,8,43,77,179,119,136,100,133,08123001416,CO,7,6334,25.87796021471424,0.0011051468266498263,2,0,1,08123001416,0,CO,2,0,1,0
08123001500,CO,2,1,1,08,123,08123001500,7357,41.125,37.125,42.775,7357,6858,18,45,42,0,11,383,101,282,3447,253,316,448,608,339,280,481,107,54,310,132,119,2250,44,0,87,43,18,12,88,21,62,135,250,661,157,212,219,241,08123001500,CO,5,14770,23.173730534867975,0.00033852403520649965,2,1,1,08123001500,0,CO,2,1,1,0
08123001600,CO,1,0,0,08,123,08123001600,4552,38.766666,40.066666,36.6,4552,4180,6,23,0,0,204,139,70,69,2221,80,215,259,321,365,184,264,44,68,181,186,54,1150,31,13,15,30,10,22,25,17,65,50,150,234,181,109,121,77,null,null,null,null,null,null,null,null,null,08123001600,0,CO,1,0,0,0
08123001700,CO,1,1,0,08,123,08123001700,5460,38.975,36.5,39.675,5460,4890,36,24,22,0,151,337,9,328,2405,55,193,225,277,381,191,508,46,65,233,147,84,1399,49,31,28,21,98,69,123,52,52,117,125,203,184,94,99,54,08123001700,CO,4,9037,16.574526944782562,0.00044262476485559365,1,1,0,08123001700,0,CO,1,1,0,0
08123001800,CO,2,1,0,08,123,08123001800,4678,38.85,39.5,38.2,4678,4212,6,43,0,0,276,141,23,118,2131,70,123,80,117,277,91,514,171,140,297,200,51,1157,10,0,7,22,40,22,106,6,79,89,145,240,141,62,103,85,08123001800,CO,3,6877,14.72531627163007,0.0004362367311327614,2,1,0,08123001800,0,CO,2,1,0,0
08123001902,CO,4,2,0,08,123,08123001902,8270,31.15,33,30.25,8270,7564,278,14,0,0,330,84,52,32,4120,12,243,443,366,328,234,698,74,216,883,550,73,2086,51,49,41,37,34,64,136,25,20,228,324,437,314,115,124,87,08123001902,CO,3,5621,35.163494040206366,0.0005337128624799857,4,2,0,08123001902,1,CO,4,2,0,1
08123001905,CO,5,1,0,08,123,08123001905,4655,35.2,33.2,40.166668,4655,4179,36,71,0,0,170,199,54,145,2154,19,159,258,237,138,122,449,105,108,351,196,12,1049,57,22,25,0,25,39,53,39,25,97,174,198,108,52,104,31,08123001905,CO,4,9095,33.701484332050576,0.00043980208905992305,5,1,0,08123001905,1,CO,5,1,0,1
08123001907,CO,1,0,0,08,123,08123001907,2965,39.333332,38.066666,38.3,2965,2672,30,7,19,27,128,82,60,22,1425,67,215,189,90,112,38,96,25,145,260,178,10,744,24,16,12,8,15,17,0,5,31,72,99,104,33,109,105,94,08123001907,CO,5,7761,20.256796804535497,0.0006442468754026543,1,0,0,08123001907,0,CO,1,0,0,0
08123001908,CO,2,0,0,08,123,08123001908,2901,34.6,34.533333,35.166668,2901,2426,10,0,0,0,207,258,258,0,1251,0,110,143,181,155,6,207,39,53,172,86,99,665,0,0,2,7,9,41,18,40,23,108,67,164,60,58,55,13,08123001908,CO,3,8866,12.991089555605685,0.0003383713061132416,2,0,0,08123001908,0,CO,2,0,0,0
08123002004,CO,1,0,0,08,123,08123002004,4528,32,31.966667,31.766666,4528,4273,28,9,32,0,137,49,14,35,2127,21,170,165,187,298,115,495,139,135,281,90,31,1124,9,31,41,58,47,39,22,64,107,143,95,252,123,36,48,9,08123002004,CO,2,4755,22.33459516298633,0.0004206098843322818,1,0,0,08123002004,0,CO,1,0,0,0
08123002007,CO,1,0,0,08,123,08123002007,6611,37.6,35.5,37.7,6611,6030,0,0,283,0,44,254,0,254,2665,45,95,156,358,429,303,466,126,113,312,250,12,1894,0,0,76,59,75,48,13,19,31,70,151,248,223,323,262,296,08123002007,CO,7,12791,23.16245797826597,0.000547259792041279,1,0,0,08123002007,0,CO,1,0,0,0
08123002008,CO,5,0,1,08,123,08123002008,5434,38.725,41.35,34.3,5434,4989,11,0,312,11,63,48,0,48,2304,95,183,170,192,262,185,540,116,111,288,121,41,1427,18,16,32,0,0,10,0,8,40,57,113,124,200,211,301,297,08123002008,CO,3,6433,60.792942639515,0.000466345406497746,5,0,1,08123002008,0,CO,5,0,1,0
08123002009,CO,4,1,1,08,123,08123002009,2859,42.2,43.2,39.7,2859,2571,0,21,84,0,0,183,0,183,1277,14,40,32,60,211,100,326,109,93,173,106,13,852,7,0,6,10,0,8,7,25,27,29,61,78,110,142,143,199,08123002009,CO,5,7526,33.867658782886,0.0006643635397289397,4,1,1,08123002009,1,CO,4,1,1,1
08123002010,CO,4,1,1,08,123,08123002010,2666,28.9,30.7,27.9,2666,2409,26,20,41,0,49,121,16,105,1384,42,19,168,206,235,89,234,22,113,184,39,33,644,29,18,13,26,4,22,42,46,38,79,73,88,50,63,35,18,08123002010,CO,2,4573,51.58408047233763,0.0004373496610540127,4,1,1,08123002010,0,CO,4,1,1,0
08123002016,CO,3,1,0,08,123,08123002016,3222,42.4,40.2,44.2,3222,2917,2,0,9,46,136,112,41,71,1679,50,40,103,73,133,39,368,143,287,203,172,68,862,29,0,0,31,0,46,65,80,22,28,161,174,51,89,23,63,08123002016,CO,3,5692,44.80288123682361,0.0005270555165144061,3,1,0,08123002016,2,CO,3,1,0,2
08123002019,CO,12,0,1,08,123,08123002019,5860,36.633335,37.4,36.5,5860,5241,0,0,133,0,103,383,36,347,2952,53,109,189,299,490,175,381,169,400,469,178,40,1599,37,0,10,21,26,19,9,16,18,31,216,292,398,182,223,101,08123002019,CO,2,11088,45.377886002886,0.00018037518037518038,12,0,1,08123002019,1,CO,12,0,1,1
08123002020,CO,1,1,0,08,123,08123002020,6041,33.3,34.533333,32.1,6041,5533,41,38,186,0,82,161,11,150,2788,82,208,199,287,197,200,410,219,127,642,217,0,1486,0,10,15,15,0,16,23,16,27,75,128,174,328,189,346,124,08123002020,CO,3,4754,71.71182162389567,0.0006310475389145982,1,1,0,08123002020,1,CO,1,1,0,1
08123002101,CO,1,0,0,08,123,08123002101,10099,36.62,35.64,35.36,10099,9415,11,76,142,0,255,200,19,181,5324,101,253,487,476,803,420,747,425,187,722,447,256,2746,20,0,0,39,172,32,21,108,69,347,353,710,416,212,120,127,08123002101,CO,5,11158,21.647338232658182,0.0004481089801039613,1,0,0,08123002101,0,CO,1,0,0,0
08123002102,CO,5,1,1,08,123,08123002102,13140,40.625,39.975,41.825,13140,12312,83,24,265,0,238,218,83,135,6523,61,184,457,1326,1265,356,1035,219,636,431,289,264,3460,10,46,0,16,45,77,16,148,46,46,220,729,656,675,484,246,08123002102,CO,9,11851,34.329001772002364,0.0007594295840013502,5,1,1,08123002102,0,CO,5,1,1,0
08123002103,CO,1,1,0,08,123,08123002103,10665,43.1,42.775,43.35,10665,9761,0,0,65,0,560,279,74,205,4886,35,229,501,616,730,280,682,181,428,587,513,104,2950,35,34,0,0,0,91,21,37,34,219,197,632,392,279,470,509,08123002103,CO,9,17853,31.064919061222202,0.000504116955133591,1,1,0,08123002103,1,CO,1,1,0,1
08123002203,CO,1,0,0,08,123,08123002203,2861,34,30.9,35.5,2861,2798,0,0,19,0,24,20,0,20,1456,33,140,140,175,197,144,275,110,37,98,76,31,770,0,0,0,0,7,37,13,8,11,31,47,186,137,100,141,52,08123002203,CO,13,10073,19.568748138588305,0.0012905787749429166,1,0,0,08123002203,0,CO,1,0,0,0
08123002204,CO,1,1,0,08,123,08123002204,1998,43.35,41.85,44.5,1998,1915,15,24,18,0,9,17,0,17,843,17,116,56,80,154,98,118,10,23,61,66,44,596,6,17,19,4,4,26,21,15,16,42,47,101,75,59,93,51,08123002204,CO,3,2815,35.87424511545293,0.0010657193605683837,1,1,0,08123002204,0,CO,1,1,0,0
08123002206,CO,8,1,1,08,123,08123002206,3647,41,40.55,41.3,3647,3414,9,66,34,0,56,68,31,37,1758,97,208,228,166,436,140,285,12,27,45,78,36,1023,10,0,11,10,18,9,20,20,82,131,142,148,162,62,111,87,08123002206,CO,6,9961,41.331392430478864,0.00060234916173075,8,1,1,08123002206,1,CO,8,1,1,1
08123002207,CO,9,0,0,08,123,08123002207,3530,35.8,36.1,36.05,3530,3337,8,0,0,0,22,163,20,143,1553,77,128,117,179,353,269,202,65,43,49,43,28,915,0,16,14,15,0,0,16,47,38,93,26,156,145,99,189,61,08123002207,CO,11,9769,58.33657487972157,0.0011260108506500153,9,0,0,08123002207,1,CO,9,0,0,1
08123002300,CO,2,1,0,08,123,08123002300,5586,40.86,39.96,40.8,5586,5311,27,35,52,0,69,92,4,88,2551,202,211,134,271,362,207,620,39,126,204,121,54,1576,36,27,8,126,64,57,23,91,38,162,143,364,138,77,108,114,08123002300,CO,3,7681,11.641973701340971,0.00039057414399166774,2,1,0,08123002300,1,CO,2,1,0,1
08125963100,CO,1,1,0,08,125,08125963100,4422,42.6,42.9,42.7,4422,4273,2,60,5,0,20,62,28,34,1802,225,730,274,156,135,24,106,7,32,20,58,35,1246,85,21,7,23,71,81,39,57,97,125,97,292,77,51,45,78,08125963100,CO,9,14985,12.731531531531532,0.0006006006006006006,1,1,0,08125963100,0,CO,1,1,0,0
08125963200,CO,3,1,0,08,125,08125963200,5581,37.68,37.12,41.62,5581,5314,110,3,0,0,67,87,36,51,2442,342,843,274,276,141,77,247,2,118,43,75,4,1585,61,50,7,113,142,163,97,50,114,122,142,223,153,88,59,1,08125963200,CO,9,17179,11.883636998661157,0.0005238954537516735,3,1,0,08125963200,1,CO,3,1,0,1
16001000100,ID,23,1,0,16,001,16001000100,3695,41.366665,43.033333,36.033333,3695,3529,14,0,22,23,107,0,0,0,1602,34,354,390,421,232,71,69,0,31,0,0,0,529,59,18,0,57,43,0,0,0,0,17,29,79,36,45,71,75,16001000100,ID,55,92430,29.312409390890405,0.0005950448988423672,23,1,0,16001000100,2,ID,23,1,0,2
16001000302,ID,1,0,0,16,001,16001000302,3375,41.55,39.2,43.95,3375,3060,0,18,95,0,90,112,0,112,1522,19,61,168,443,526,73,154,19,9,30,0,20,720,40,25,8,8,38,37,20,59,38,10,93,105,104,61,50,24,16001000302,ID,6,5915,16.02130177514793,0.0010143702451394759,1,0,0,16001000302,0,ID,1,0,0,0
16001000303,ID,2,0,0,16,001,16001000303,2211,45.3,43.5,49.3,2211,2147,0,0,31,0,0,33,0,33,915,9,66,84,173,267,67,177,52,5,0,0,15,538,30,0,39,0,15,8,9,17,26,36,79,67,69,9,48,86,16001000303,ID,6,9411,20.939645096164064,0.000637551801083838,2,0,0,16001000303,1,ID,2,0,0,1
16001000304,ID,5,0,0,16,001,16001000304,6600,40,38.1,41.333332,6600,6096,352,0,58,0,30,64,18,46,3529,40,143,406,837,1148,304,320,86,40,56,119,30,1503,14,19,0,9,42,75,126,60,73,100,146,180,245,193,142,79,16001000304,ID,5,10294,28.006314357878377,0.0004857198367981348,5,0,0,16001000304,1,ID,5,0,0,1
16001000400,ID,2,0,0,16,001,16001000400,5963,32.96,32.42,33.64,5963,5185,38,3,268,63,47,359,57,302,3335,55,317,687,1046,455,331,280,14,17,17,49,67,1298,64,61,0,65,0,56,30,92,54,105,242,141,137,22,61,168,16001000400,ID,9,13270,16.04860587792012,0.0006782215523737754,2,0,0,16001000400,0,ID,2,0,0,0
16001000500,ID,2,0,0,16,001,16001000500,6156,38.78,41.14,37.86,6156,5510,42,16,128,0,61,399,162,237,3509,83,414,1098,893,569,245,120,0,24,14,10,39,1458,86,76,0,75,0,0,91,9,79,98,140,230,107,68,257,142,null,null,null,null,null,null,null,null,null,16001000500,0,ID,2,0,0,0
16001000600,ID,1,0,0,16,001,16001000600,5377,37.2,37.583332,38.583332,5377,4743,144,55,76,0,43,316,0,316,2804,21,479,874,507,441,95,265,34,0,29,23,36,1169,0,0,49,50,26,13,26,44,0,86,18,48,142,153,135,379,16001000600,ID,2,6526,24.52666258044744,0.00030646644192460924,1,0,0,16001000600,0,ID,1,0,0,0
16001000701,ID,5,1,0,16,001,16001000701,5659,39.166668,39.3,38.3,5659,5185,61,13,127,2,107,164,0,164,3054,95,448,663,926,344,223,188,0,0,58,73,36,1302,71,0,10,0,102,0,44,19,28,28,106,254,114,133,189,204,16001000701,ID,5,7365,27.91378139850645,0.0006788866259334691,5,1,0,16001000701,1,ID,5,1,0,1
16001000804,ID,7,0,0,16,001,16001000804,6938,31.966667,28.866667,34.266666,6938,6020,97,59,302,0,114,346,6,340,3681,196,677,831,966,380,168,176,0,24,49,158,56,1227,59,0,13,145,119,0,52,20,92,84,114,92,181,42,75,139,16001000804,ID,18,19224,21.985746982937993,0.0009363295880149813,7,0,0,16001000804,1,ID,7,0,0,1
16001000805,ID,2,1,0,16,001,16001000805,3217,42.75,39.95,46.25,3217,2907,37,0,186,0,11,76,7,69,1468,23,141,373,469,221,58,59,21,8,47,32,16,975,11,0,10,7,0,11,6,14,16,47,65,132,85,76,169,326,16001000805,ID,2,7917,27.840343564481497,0.00025262094227611467,2,1,0,16001000805,1,ID,2,1,0,1
16001000900,ID,11,0,1,16,001,16001000900,6519,25.55,26.1,24.725,6519,5660,118,70,206,40,201,224,5,219,3443,199,879,929,565,494,89,151,24,27,14,17,55,681,30,32,65,27,12,19,67,30,43,48,109,59,77,19,7,37,16001000900,ID,8,14308,51.823665082471344,0.0005591277606933184,11,0,1,16001000900,1,ID,11,0,1,1
16001001000,ID,5,1,1,16,001,16001001000,7250,31.375,32.975,33.675,7250,6660,0,142,137,0,160,151,0,151,3955,58,460,797,1162,698,235,298,42,101,62,17,25,1251,30,25,99,81,106,62,78,0,41,62,111,179,139,70,100,68,16001001000,ID,12,18655,15.771321361565263,0.0006432591798445457,5,1,1,16001001000,1,ID,5,1,1,1
16001001100,ID,4,0,0,16,001,16001001100,4175,37.533333,37.5,37.033333,4175,3739,54,0,20,0,177,185,0,185,1960,0,220,372,557,338,109,237,0,25,26,24,52,775,56,13,45,49,38,34,53,36,107,71,52,92,68,14,34,13,16001001100,ID,17,34084,17.149923717873488,0.0004987677502640535,4,0,0,16001001100,0,ID,4,0,0,0
16001001201,ID,1,0,0,16,001,16001001201,3341,44.05,41.9,45.75,3341,3245,42,4,0,0,23,27,5,22,1469,49,144,260,438,299,146,85,38,0,0,10,0,878,16,16,17,43,15,43,11,18,14,69,114,173,101,70,51,107,16001001201,ID,1,3629,14.763571231744281,0.0002755580049600441,1,0,0,16001001201,0,ID,1,0,0,0
16001001202,ID,6,1,0,16,001,16001001202,6770,35.966667,39.233334,35.766666,6770,5709,131,122,72,3,240,493,96,397,3617,160,364,697,972,615,260,251,122,33,98,32,13,1483,48,23,71,47,83,169,98,33,104,188,134,159,237,27,39,23,16001001202,ID,6,23387,16.774917689314577,0.0002565527857356651,6,1,0,16001001202,0,ID,6,1,0,0
16001001400,ID,7,0,0,16,001,16001001400,5564,37.35,37.2,37.85,5564,5008,0,0,141,0,199,216,0,216,3077,75,332,1027,1039,242,153,123,0,0,71,15,0,1011,43,17,107,56,24,27,69,21,70,89,198,153,79,58,0,0,16001001400,ID,10,15670,23.967772814294833,0.0006381620931716656,7,0,0,16001001400,0,ID,7,0,0,0
16001001500,ID,10,0,1,16,001,16001001500,3821,34.9,34.966667,35.566666,3821,3476,9,35,79,0,58,164,0,164,2037,37,352,558,557,231,121,149,9,7,16,0,0,899,19,0,37,6,19,25,22,62,72,88,124,140,103,89,65,28,16001001500,ID,7,17106,17.020168361978254,0.00040921314158774697,10,0,1,16001001500,1,ID,10,0,1,1
16001001700,ID,2,0,0,16,001,16001001700,6661,31.85,35.175,30.85,6661,5384,423,0,69,27,593,165,18,147,3503,220,255,885,904,820,169,209,41,0,0,0,0,1364,94,61,100,91,20,73,51,75,61,182,191,173,101,91,0,0,16001001700,ID,3,7599,48.407290432951704,0.00039478878799842083,2,0,0,16001001700,0,ID,2,0,0,0
16001001800,ID,2,1,0,16,001,16001001800,4470,41.433334,39.9,45.033333,4470,4153,71,117,24,0,0,105,0,105,2052,80,222,442,592,385,67,200,16,11,22,7,8,1039,47,17,39,36,20,44,60,26,69,100,121,223,95,70,46,26,16001001800,ID,4,10078,21.75272871601508,0.00039690414764834294,2,1,0,16001001800,0,ID,2,1,0,0
